taxid	description
12158	Kennedya yellow mosaic virus
12154	Turnip yellow mosaic virus
12161	Beet yellows virus
12165	Chrysanthemum virus B
12162	Citrus tristeza virus
12139	Southern bean mosaic virus
12166	Poplar mosaic virus
12177	Clover yellow mosaic virus
12173	Lily symptomless virus
12167	Potato virus M strain=Russian wild
12175	Apple chlorotic leaf spot virus
12169	Potato virus S
12178	Cymbidium mosaic virus
1027947	Macrobrachium rosenbergii Taihu virus strain=cn-taihu100401
12179	Foxtail mosaic virus
12183	Potato virus X strain=X3
12181	Papaya mosaic virus
12188	White clover mosaic virus
12180	Narcissus mosaic virus
12182	Potato aucuba mosaic virus
12187	Strawberry mild yellow edge virus
12194	Lily virus X
12196	Bean common mosaic virus strain=blackeye cowpea mosaic
12199	Cowpea aphid-borne mosaic virus
12198	Clover yellow vein virus strain=No.30
12202	Lettuce mosaic virus strain=E
12201	Gloriosa stripe mosaic virus
12197	Bean yellow mosaic virus strain=MB4
1029988	Erwinia phage phiEaH2
12203	Maize dwarf mosaic virus strain=Bulgaria
12208	Pea seed-borne mosaic virus strain=DPD1
12204	Ornithogalum mosaic virus
12211	Plum pox virus
12205	Papaya ringspot virus
12210	Pepper severe mosaic virus
12209	Pepper mottle virus
1028375	Staphylococcus phage ISP
12215	Potato virus A strain=B11
12222	Soybean mosaic virus strain=N
12216	Potato virus Y
12227	Tobacco etch virus
12224	Sugarcane mosaic virus
12228	Tobacco vein mottling virus
12230	Turnip mosaic virus
12232	Zucchini yellow mosaic virus
12239	Pepper mild mottle virus strain=S
12242	Tobacco mosaic virus
12238	Odontoglossum ringspot virus strain=18KDa coat protein
12253	Tomato mosaic virus
12235	Cucumber green mottle mosaic virus strain=SH
12241	Tobacco mild green mosaic virus
12260	Bean pod mottle virus strain=KY G-7
12261	Cowpea severe mosaic virus
12262	Red clover mottle virus strain=S
12264	Cowpea mosaic virus
12267	Red clover necrotic mosaic virus
12263	Squash mosaic virus
12268	Carnation ringspot virus
1032457	Passion fruit mosaic virus
12271	Arabis mosaic virus
12274	Grapevine fanleaf virus strain=F13
12273	Grapevine chrome mosaic virus
12285	Black beetle virus
12282	Tobacco ringspot virus strain=Bud Blight
12280	Tomato ringspot virus strain=raspberry
12275	Tomato black ring virus
12286	Boolarra virus
12287	Flock House virus
12288	Nodamura virus
12294	Pea early-browning virus
12301	Broad bean mottle virus
12295	Tobacco rattle virus
12302	Brome mosaic virus
1032362	Clostridium phage phiCD38-2
12303	Cowpea chlorotic mottle virus
12305	Cucumber mosaic virus strain=Fny
12315	Tomato aspermy virus strain=V
12313	Peanut stunt virus strain=ER
12317	Tobacco streak virus
12319	Apple mosaic virus
12321	Alfalfa mosaic virus
12327	Barley stripe mosaic virus strain=type strain (ATCC-PV43)
12332	Rice hoja blanca tenuivirus
12331	Rice stripe tenuivirus
12348	Lactobacillus phage LL-H
12336	Clostridium phage c-st
12360	Staphylococcus virus 11
12353	Escherichia phage RB69
1032474	Aeropyrum pernix ovoid virus 1
12390	Lactococcus phage phiLC3 strain=IMN-C3
12407	Salmonella virus PsP3
12417	Lactobacillus phage phiadh
12430	Garlic virus D
12402	Streptococcus phage EJ-1
12432	Garlic virus B
12431	Garlic virus C
12433	Garlic virus A
12436	Cucumber mosaic virus satellite RNA
12458	Garlic latent virus
1032478	Chenopodium leaf curl virus
12465	Barley yellow mosaic virus
12450	Saccharomyces cerevisiae killer virus M1 strain=TF325
12451	Raspberry bushy dwarf virus
12466	Barley mild mosaic virus strain=common
12470	Lucerne transient streak virus
12471	Solanum nodiflorum mottle virus
12473	Velvet tobacco mottle virus strain=K1
12472	Subterranean clover mottle virus strain=p23
12480	African green monkey polyomavirus
12475	Hepatitis delta virus
12509	Human herpesvirus 4 type 2 strain=AG876
12524	Junonia coenia densovirus
12530	Leishmania RNA virus 1 - 4
12542	Omsk hemorrhagic fever virus strain=Bogoluvovska
12585	Banana bunchy top virus
12538	Mokola lyssavirus
12558	Sesbania mosaic virus
1032473	Aeropyrum pernix spindle-shaped virus 1
12615	Cherry leaf roll virus
12627	Cowpea mottle virus
12618	Chicken anemia virus
12639	Duck hepatitis B virus
12675	Groundnut ringspot virus
12657	Equid gammaherpesvirus 2 strain=86/67
12777	Parsnip yellow fleck virus
12730	Human respirovirus 1 strain=Washington 1964
12643	Ectromelia virus strain=Moscow
12742	Infectious flacherie virus
12809	Raspberry ringspot virus strain=cherry
12783	Pear blister canker viroid
1032892	Mycobacterium virus Heldan
12814	Respiratory syncytial virus strain=S2 ts1C
12844	Sweet potato feathery mottle virus
12885	Tomato apical stunt viroid
12881	Satellite tobacco mosaic virus
12888	Tomato planta macho viroid
12889	Coconut tinangaja viroid
12890	Citrus exocortis viroid
12892	Potato spindle tuber viroid
12894	Peach latent mosaic viroid
12893	Hop stunt viroid
12895	Apple scar skin viroid
12896	Avocado sunblotch viroid
1032891	Mycobacterium virus BBPiebs31
12851	Tomato chlorotic spot virus
12897	Chrysanthemum stunt viroid
12898	Citrus bark cracking viroid
12901	Columnea latent viroid
12899	Coleus blumei viroid
12904	Grapevine yellow speckle viroid 1
12906	Citrus bent leaf viroid strain=CBLVd-225
12907	Hop latent viroid
28265	St. Augustine decline satellite virus
28274	Avian paramyxovirus 4 strain=APMV-4/duck/Delaware/549227/2010
28285	Human adenovirus 5
28288	Hyphantria cunea nucleopolyhedrovirus
28295	Porcine epidemic diarrhea virus strain=CV777
1032893	Mycobacterium virus Optimus
28300	Heron hepatitis B virus
28289	Cydia pomonella granulovirus strain=Mexican 1
28314	Aleutian mink disease virus strain=ADV-G
28311	Human papillomavirus type 63
28321	Amsacta moorei entomopoxvirus
28344	Porcine reproductive and respiratory syndrome virus
28347	Apple stem grooving virus
28348	Sweet clover necrotic mosaic virus strain=59
28350	Tomato leaf curl virus
28351	Strawberry latent ringspot virus
28354	Plantago asiatica mosaic virus
28355	Peanut clump virus
28375	Soil-borne wheat mosaic virus
1033976	Bean necrotic mosaic virus
28358	Corynebacterium phage BFK20
28369	Mycobacterium virus D29
28873	Camelpox virus
28871	Taterapox virus strain=Dahomey 1968
28874	Volepox virus strain=CA
28882	Ustilago maydis virus H1 strain=P1H1
28875	Rotavirus A strain=RVA/Simian-tc/ZAF/SA11-H96/1958/G3P5B[2]
29255	Giardia lamblia virus
29256	Trichomonas vaginalis virus strain=T1
29272	Turnip vein-clearing virus strain=OSU
31503	Satellite maize white line mosaic virus
29271	Dasheen mosaic virus
31504	Tobacco ringspot virus satellite RNA
1032895	Mycobacterium phage Timshel
31507	Anticarsia gemmatalis nucleopolyhedrovirus
31532	Lactococcus virus sk1
31533	Escherichia phage RB3
31537	Lactococcus virus c2
31559	Cacao swollen shoot virus
31535	Pseudomonas virus D3
31598	Simian parvovirus strain=B20
31602	Bean calico mosaic virus
31600	Indian cassava mosaic virus
31612	Adelaide River virus
31631	Human coronavirus OC43 strain=ATCC VR-759
31711	Cardamine chlorotic fleck virus
31658	Cell fusing agent virus strain=Galveston
31713	Lettuce infectious yellows virus
1033977	Flavobacterium phage FCV-1
31721	Beet necrotic yellow vein virus
31732	Passion fruit woodiness virus
31741	Wheat streak mosaic virus
31722	Blueberry scorch virus strain=NJ-2
31742	Johnsongrass mosaic virus
31743	Sweet potato latent virus
31744	Rice yellow mottle virus
31749	Obuda pepper virus
31750	Pepper ringspot virus
31754	Lactococcus phage BK5-T
31770	Shallot virus X
31757	Mycobacterium virus L5
32603	Human betaherpesvirus 6A
1034096	Fig badnavirus 1
32612	Lettuce necrotic yellows virus
32604	Human betaherpesvirus 6B strain=Z29
32615	Puma lentivirus 14
32619	Sorghum mosaic virus
32620	Iris severe mosaic virus
32624	Lily mottle virus
32625	Mushroom bacilliform virus
32629	Indian peanut clump virus
33706	Caviid betaherpesvirus 2 strain=21222
33724	Nilaparvata lugens reovirus strain=Izumo
33726	Mungbean yellow mosaic virus
33708	Murid gammaherpesvirus 4 strain=WUMS
33743	Kyasanur Forest disease virus
33745	Hepatitis C virus genotype 4
33746	Hepatitis C virus genotype 5 strain=EUH1480
33747	Simian T-lymphotropic virus 1
33748	Simian T-lymphotropic virus 2 strain=PP1664
33756	European brown hare syndrome virus strain=EBHSV-GD
33757	Coxsackievirus A2 strain=Fleetwood
33760	Prune dwarf virus strain=ch 137
1034099	Mycobacterium virus Baka
33763	Peanut mottle virus
33765	Tobacco vein banding mosaic virus
33773	Olive latent virus 2
33771	Halorubrum phage HF2
35238	Mycoplasma virus P1
35241	Lactococcus phage Tuc2009
35243	Ateline alphaherpesvirus 1
35246	Cercopithecine alphaherpesvirus 9 strain=Delta
35244	Bovine alphaherpesvirus 5 strain=SV507/99
35250	Gallid alphaherpesvirus 3 strain=HPRS24
35254	Cryptophlebia leucotreta granulovirus
35252	Alcelaphine gammaherpesvirus 1 strain=C500
35258	Lambdapapillomavirus 2
35265	Porcine adenovirus 3
1034100	Mycobacterium virus Bask21
35269	Woodchuck hepatitis virus
35279	Meaban virus
35281	Paprika mild mottle virus strain=Japanese
35280	Pelargonium leaf curl virus
35285	Wheat spindle streak mosaic virus
35286	Bamboo mosaic virus
35287	Rice tungro spherical virus
35289	Grapevine virus B
35288	Grapevine virus A
35297	Striped jack nervous necrosis virus
35302	Avian metaavulavirus 2 strain=APMV-2/Chicken/England/7702/06
35291	Pelargonium flower break virus
35304	Bunyamwera virus
35305	California encephalitis virus strain=BFS 283
35310	Bwamba orthobunyavirus strain=M459
35306	Simbu orthobunyavirus
35314	Koongol virus strain=MRM31
35312	Capim virus strain=BeAn 8582
35313	Gamboa virus strain=GML 435718
1034101	Mycobacterium virus Dlane strain=DLane
35316	Nyando virus strain=MP401
35318	Patois virus
35319	Tete orthobunyavirus strain=SAAn 3518
35339	LuIII virus
35341	Watermelon chlorotic stunt virus
35340	Mouse parvovirus 1
1034103	Mycobacterium virus Hammer
35345	Lactococcus phage TP901-1
35343	Pseudomonas virus phiCTX strain=phiCTX-c
35344	Streptococcus phage T12
35350	Apple stem pitting virus strain=ASPV
35511	Jamestown Canyon virus strain=61V2235
35514	Keystone virus strain=B64-5587.05
35516	Trivittatus virus strain=Eklund
35515	Melao virus strain=TRVL 9375
35612	Vesicular exanthema of swine virus
35593	Peanut chlorotic streak virus
36362	Polyomavirus sp.
36343	Lactococcus virus bIL67
36339	Enterobacteria phage RB68
36363	Lymphocystis disease virus 1
36355	Pseudalatia unipuncta granulovirus strain=Hawaiin
36403	Potato virus T
36370	Jembrana disease virus strain=Tabanan/87
36453	Coconut cadang-cadang viroid
36427	Rotavirus C strain=Bristol
1034107	Mycobacterium virus Ibhubesi
36772	Subterranean clover stunt virus
37124	Chikungunya virus strain=S27-African prototype
37126	Citrus leaf rugose virus
37105	Lactobacillus phage JCL1032
37108	Meleagrid alphaherpesvirus 1 strain=FC126 (Burmester)
37127	Citrus variegation virus
37128	Potato mop-top virus strain=PMTV-Sw
37131	Dolphin morbillivirus
37138	Galleria mellonella densovirus strain=GmDNV
37206	Helicoverpa armigera stunt virus
37296	Human gammaherpesvirus 8 strain=GK18
1034108	Mycobacterium virus JC27
37325	Muscovy duck parvovirus strain=FM
37733	Prunus necrotic ringspot virus
37665	Ectocarpus siliculosus virus 1
37961	Atkinsonella hypoxylon virus strain=2H
38062	Cassava vein mosaic virus
38012	Malacosoma neustria nucleopolyhedrovirus
38170	Avian orthoreovirus strain=AVS-B
38143	Simian hemorrhagic fever virus strain=LVR 42-0/M6941
38251	Goose parvovirus strain=Virulent B
38416	Simian adenovirus 19 strain=AA153
38420	Simian adenovirus 3 strain=ATCC VR-1449
38430	Simian adenovirus 11 strain=P-10
38432	Simian adenovirus 13 strain=P-9
38525	Avian metapneumovirus strain=LAH A
38525	Avian metapneumovirus
38766	Lagos bat lyssavirus
38767	Duvenhage lyssavirus
1034109	Mycobacterium virus Kssjeb strain=KSSJEB
38837	Banzi virus strain=SAH 336
39101	Simian T-lymphotropic virus 3
38804	Yaba monkey tumor virus
39116	Leishmania RNA virus 2 - 1
39046	Cassava common mosaic virus
39103	Lactobacillus phage PL-1
39443	Carnation Italian ringspot virus
39640	Cotesia congregata bracovirus
39803	Escherichia virus Qbeta strain=Enterobacteria phage MX1
39681	Asparagus virus 2
39720	Walleye dermal sarcoma virus
40004	Tyuleniy virus strain=LEIV-6C
39804	Escherichia virus FI strain=fi
39838	Lactococcus phage 936
1034110	Mycobacterium virus Lesedi
40012	Saumarez Reef virus
40050	African horse sickness virus
40051	Bluetongue virus strain=serotype 10
40053	Corriparta virus strain=AUS1960/01
40056	Eubenangee virus
40052	Changuinola virus
40057	Lebombo virus
40058	Orungo virus
40059	Palyam virus
40062	Warrego virus strain=AUS1969/01
40060	Umatilla virus
40061	Wallal virus
40065	Chenuda virus
1034111	Mycobacterium virus Littlee strain=LittleE
40067	Wad Medani virus
40279	Panicum mosaic virus strain=Kansas
40270	Snakehead retrovirus
40271	Hepatitis C virus genotype 2 strain=HC-J6CH
40281	Cryphonectria hypovirus 1
40282	Cryphonectria hypovirus 2
40521	Listeria phage A118
40537	Epsilonpapillomavirus 1
40538	Human papillomavirus type 48
40522	Listeria phage A500
40539	Human papillomavirus type 50
40523	Listeria virus A511
40540	Human papillomavirus type 60
40640	Potato virus V
40666	Ryegrass mosaic virus
40687	Peanut bud necrosis virus
40979	Cocksfoot mottle virus
41459	Sweet potato mild mottle virus
41460	Yam mosaic virus strain=Ivory Coast
1034113	Mycobacterium virus Museum
41763	Agropyron mosaic virus strain=ND402
41764	Hordeum mosaic virus strain=ATCC PV81
41856	Hepatitis C virus genotype 1
42004	Leek yellow stripe virus
42005	Porcine hemagglutinating encephalomyelitis virus strain=VW572
42182	Hepatitis C virus genotype 6
42475	Rice ragged stunt virus
42478	Saccharomyces cerevisiae virus L-BC (La)
42631	Brome streak mosaic virus
43130	Onion yellow dwarf virus
42789	enterovirus D68 strain=Fermon
42764	Oliveros mammarenavirus
42680	Spinach latent virus
42882	Cherry virus A
1034112	Mycobacterium virus Mozy
43685	Lactococcus phage r1t
43240	Bean common mosaic necrosis virus strain=NL-3 (necrotic)
43761	Barfin flounder nervous necrosis virus
44024	Kokobera virus strain=AusMRM 32
43764	Tiger puffer nervous necrosis virus
44026	Sepik virus strain=MK7148
43763	Redspotted grouper nervous necrosis virus strain=SGWak97
44088	Canarypox virus strain=ATCC VR-111
44130	rhinovirus B3
44158	Aura virus
44560	Ageratum yellow vein virus
44560	Ageratum yellow vein virus strain=Guam 12-02
44561	Murine type C retrovirus
44562	Pothos latent virus
45103	Oat golden stripe virus
45224	Leek white stripe virus
45221	Latino mammarenavirus strain=MARU 10924
45219	Guanarito mammarenavirus strain=INH-95551
45220	Flexal mammarenavirus strain=BeAn 293022
45237	Helminthosporium victoriae virus 190S
45223	Tamiami mammarenavirus
45270	Tahyna virus strain=XJ0625
1034114	Mycobacterium virus Pixie
45661	Banana bract mosaic virus
45370	Porcine adenovirus 5
45767	San Angelo virus strain=20230
45455	Macacine gammaherpesvirus 4 strain=LCL8664
45406	Escherichia virus RB32
45764	Mycobacterium phage DS6A
45768	Serra do Navio virus strain=BeAr 103645
46014	Acholeplasma virus L2
46015	Autographa californica nucleopolyhedrovirus
46021	Paramecium bursaria Chlorella virus NY2A strain=NY-2A
46075	Artichoke Italian latent virus
46076	Artichoke latent virus
46242	Spodoptera litura nucleopolyhedrovirus strain=G2
46253	Bombyx mori densovirus 1
1034115	Mycobacterium phage Rey
46342	Grapevine yellow speckle viroid 2
46350	Adeno-associated virus - 3 strain=3H
46448	Horseradish curly top virus
46436	Beet soil-borne virus
46473	Breda virus strain=Breda 1
46618	Rhizoctonia solani virus 717 strain=Rhizoctonia solani 717 partitivirus
46619	Sweet potato virus G
1034116	Mycobacterium phage SirDuracell
46771	Simian virus 12 strain=SA12
46839	Colorado tick fever virus
46916	Equine adenovirus 1 strain=M1
46917	Papaya leaf distortion mosaic virus
46919	Whitewater Arroyo mammarenavirus
47000	Equine rhinitis A virus strain=PERV
47000	Equine rhinitis A virus strain=PERV-1
47001	Equine rhinitis B virus 1 strain=P1436 /71
47049	Kluyvera phage Kvp1
47669	Olive latent virus 1 strain=citrus
47416	Satsuma dwarf virus
47680	Tree shrew adenovirus 1
47681	Enterovirus sp.
47736	Carrot mottle mimic virus
1034118	Mycobacterium phage Switzer
47900	Garlic common latent virus
47838	Chino del tomate virus
47740	Groundnut rosette virus strain=MC1
47903	Strawberry vein banding virus
47985	Grapevine leafroll-associated virus 1
48543	Whataroa virus
47929	Macacine betaherpesvirus 3 strain=68-1
49267	Tomato pseudo-curly top virus
48981	Drosophila X virus
48544	Fort Morgan virus
49891	Pirital mammarenavirus strain=VAV-488
49964	Myxococcus phage Mx8
50290	Aotine betaherpesvirus 1 strain=S34E
1034125	Mycobacterium virus Faith1
50292	Cercopithecine betaherpesvirus 5 strain=2715
50713	Cocal virus
50817	Broad bean wilt virus 1 strain=ATCC PV132
50294	Psittacid alphaherpesvirus 1 strain=97-0001
50948	Escherichia phage RB49
51034	Sida golden mosaic virus
51313	Helicoverpa armigera nucleopolyhedrovirus
51330	Cucurbit yellow stunting disorder virus
51336	Cabbage leaf curl virus
51354	Maize chlorotic dwarf virus strain=Tennessee (TN)
1034127	Mycobacterium phage Adephagia
51676	Macroptilium golden mosaic virus strain=Wissadula
51673	Wissadula golden mosaic virus
51369	Lactobacillus phage A2
51680	Ribgrass mosaic virus strain=Kons.1105
51677	Xestia c-nigrum granulovirus
52274	Saguaro cactus virus
52135	Tomato infectious chlorosis virus
52280	Chilli veinal mottle virus
52996	Dioscorea bacilliform virus
53010	Cotton leaf curl virus
52979	Lactobacillus phage phig1e
53182	Feline foamy virus
53181	Hibiscus chlorotic ringspot virus cultivar=Hibiscus sp.
53193	Iresine viroid 1
53260	Papaya leaf curl virus
53954	Sugarcane streak mosaic virus
53369	Staphylococcus virus 80alpha
1034128	Mycobacterium phage Alice
54289	Vicia cryptic virus
53988	Microplitis demolitor bracovirus
54315	Bovine viral diarrhea virus 2 strain=C413
54315	Bovine viral diarrhea virus 2
54290	GB virus C
55096	Ippy mammarenavirus strain=Dak An B 188 d
